# Eu(fod)3 coordinate mapping
# coordinate unit: cÅ
# metric: r_factor
# offset: 300
# step: 10
# valid positions only
# x	y	z	score
-26	-362	-304	724.34347943
-26	-362	-294	783.39735223
-26	-362	-284	846.06601954
-26	-362	-274	911.61756691
-26	-362	86	1277.92532987
-26	-352	-304	757.33339677
-26	-352	-294	824.87128184
-26	-342	-304	790.01250194
-26	-82	-304	90.32091954
-26	-72	-304	89.10400743
-26	-72	-294	90.67922284
-26	-62	-304	88.62302987
-26	-62	-294	90.31687285
-26	-62	-284	92.28528344
-26	-52	-304	88.49130953
-26	-52	-294	90.21911534
-26	-52	-284	92.17154109
-26	-52	-274	94.40036705
-26	-52	-264	96.96614953
-26	-52	-64	263.54226248
-26	-52	-54	268.84939392
-26	-52	46	455.55918303
-26	-42	-304	88.49768006
-26	-42	-294	90.20125403
-26	-42	-284	92.07913407
-26	-42	-274	94.16609048
-26	-42	-264	96.50265617
-26	-42	-254	99.13561980
-26	-42	-244	102.11838801
-26	-42	-74	246.45366915
-26	-42	-64	255.89926346
-26	-42	-54	264.92618792
-26	-42	-44	274.29177383
-26	-42	-34	284.92317337
-26	-42	-24	297.66128534
-26	-42	-14	313.06188293
-26	-42	-4	331.38614138
-26	-42	6	352.77872148
-26	-42	16	377.50356355
-26	-42	26	406.11651578
-26	-42	36	439.58372153
-26	-42	46	479.48157252
-26	-42	56	528.42725347
-26	-32	-304	88.53373674
-26	-32	-294	90.17873502
-26	-32	-284	91.95362464
-26	-32	-274	93.88207297
-26	-32	-264	95.99214739
-26	-32	-254	98.31708254
-26	-32	-244	100.89613492
-26	-32	-234	103.77548587
-26	-32	-104	198.63578339
-26	-32	-94	211.12376878
-26	-32	-84	223.73300451
-26	-32	-74	236.27814354
-26	-32	-64	248.72789527
-26	-32	-54	261.27730522
-26	-32	-44	274.36577791
-26	-32	-34	288.61554097
-26	-32	-24	304.70351822
-26	-32	-14	323.22262898
-26	-32	-4	344.59938016
-26	-32	6	369.09840732
-26	-32	16	396.89548988
-26	-32	26	428.18814863
-26	-32	36	463.34577804
-26	-32	46	503.14139142
-26	-32	56	549.11054165
-26	-22	-304	88.54757823
-26	-22	-294	90.11719691
-26	-22	-284	91.78010420
-26	-22	-274	93.55294209
-26	-22	-264	95.45613583
-26	-22	-254	97.51478140
-26	-22	-244	99.75969026
-26	-22	-234	102.22857465
-26	-22	-104	186.51282575
-26	-22	-94	199.17312869
-26	-22	-84	212.55033577
-26	-22	-74	226.52739928
-26	-22	-64	241.06848260
-26	-22	-54	256.27303828
-26	-22	-44	272.40227068
-26	-22	-34	289.85948160
-26	-22	-24	309.12414944
-26	-22	-14	330.66329149
-26	-22	-4	354.85678373
-26	-22	6	381.96628068
-26	-22	16	412.15847631
-26	-22	26	445.58098727
-26	-22	36	482.49174255
-26	-22	46	523.45167901
-26	-22	56	569.58941356
-26	-12	-304	88.51676282
-26	-12	-294	90.00572517
-26	-12	-284	91.55901388
-26	-12	-274	93.18891189
-26	-12	-264	94.91117680
-26	-12	-254	96.74594190
-26	-12	-244	98.71878388
-26	-12	-234	100.86195400
-26	-12	-104	176.22663514
-26	-12	-94	188.70809936
-26	-12	-84	202.31708458
-26	-12	-74	217.00781845
-26	-12	-64	232.77156832
-26	-12	-54	249.67445744
-26	-12	-44	267.88186103
-26	-12	-34	287.65668651
-26	-12	-24	309.32826984
-26	-12	-14	333.24243425
-26	-12	-4	359.71371770
-26	-12	6	389.00179552
-26	-12	16	421.32689944
-26	-12	26	456.93061507
-26	-12	36	496.18441915
-26	-12	46	539.74784942
-26	-2	-304	88.43332723
-26	-2	-294	89.84328034
-26	-2	-284	91.29523172
-26	-2	-274	92.79878789
-26	-2	-264	94.36683139
-26	-2	-254	96.01637487
-26	-2	-244	97.76956998
-26	-2	-234	99.65487701
-26	-2	-104	167.40457562
-26	-2	-94	179.46092928
-26	-2	-84	192.90448883
-26	-2	-74	207.75220467
-26	-2	-64	224.03272874
-26	-2	-54	241.81187991
-26	-2	-44	261.21285327
-26	-2	-34	282.42300984
-26	-2	-24	305.68401841
-26	-2	-14	331.27023707
-26	-2	-4	359.46754283
-26	-2	6	390.56760038
-26	-2	16	424.89023932
-26	-2	26	462.84192216
-26	-2	36	505.01444605
-26	-2	46	552.32595953
-26	8	-304	88.29583315
-26	8	-294	89.63217105
-26	8	-284	90.99359560
-26	8	-274	92.38807075
-26	8	-264	93.82666613
-26	8	-254	95.32433663
-26	8	-244	96.90083923
-26	8	-234	98.58180027
-26	8	-104	159.77873712
-26	8	-94	171.25365682
-26	8	-84	184.26070081
-26	8	-74	198.86816064
-26	8	-64	215.14350146
-26	8	-54	233.17042587
-26	8	-44	253.06551569
-26	8	-34	274.98955612
-26	8	-24	299.15118406
-26	8	-14	325.80522223
-26	8	-4	355.25290996
-26	8	6	387.85399732
-26	8	16	424.06051957
-26	8	26	464.48002425
-26	8	36	509.97384905
-26	18	-304	88.10532601
-26	18	-294	89.37513754
-26	18	-284	90.65739006
-26	18	-274	91.95902558
-26	18	-264	93.28992196
-26	18	-254	94.66358979
-26	18	-244	96.09799009
-26	18	-234	97.61649017
-26	18	-224	99.24897508
-26	18	-104	153.14617648
-26	18	-94	163.95418798
-26	18	-84	176.35657239
-26	18	-74	190.46207851
-26	18	-64	206.37470192
-26	18	-54	224.20560871
-26	18	-44	244.08748684
-26	18	-34	266.18866329
-26	18	-24	290.72557099
-26	18	-14	317.97487041
-26	18	-4	348.28969060
-26	18	6	382.12678097
-26	18	16	420.09219518
-26	18	26	463.01280330
-26	18	36	512.04044189
-26	28	-304	87.86339945
-26	28	-294	89.07421270
-26	28	-284	90.28810586
-26	28	-274	91.51136323
-26	28	-264	92.75303002
-26	28	-254	94.02552926
-26	28	-244	95.34538519
-26	28	-234	96.73407341
-26	28	-224	98.21902016
-26	28	-114	138.68970034
-26	28	-104	147.34491392
-26	28	-94	157.45264747
-26	28	-84	169.16034565
-26	28	-74	182.60790901
-26	28	-64	197.93208730
-26	28	-54	215.27569244
-26	28	-44	234.80087595
-26	28	-34	256.70528539
-26	28	-24	281.24048638
-26	28	-14	308.73361995
-26	28	-4	339.61536715
-26	28	6	374.45921597
-26	28	16	414.03833160
-26	28	26	459.40715101
-26	28	36	512.01582214
-26	38	-304	87.57135789
-26	38	-294	88.73041501
-26	38	-284	89.88568196
-26	38	-274	91.04299346
-26	38	-264	92.21076782
-26	38	-254	93.40055114
-26	38	-244	94.62765640
-26	38	-234	95.91191875
-26	38	-224	97.27859173
-26	38	-214	98.75940925
-26	38	-124	127.46503147
-26	38	-114	134.23382876
-26	38	-104	142.24015567
-26	38	-94	151.65012984
-26	38	-84	162.62886764
-26	38	-74	175.33985720
-26	38	-64	189.94833076
-26	38	-54	206.62944838
-26	38	-44	225.58144430
-26	38	-34	247.04350990
-26	38	-24	271.31843522
-26	38	-14	298.80100164
-26	38	-4	330.01461440
-26	38	6	365.66033204
-26	38	16	406.68406555
-26	38	26	454.36941646
-26	48	-304	87.22993054
-26	48	-294	88.34380101
-26	48	-284	89.44887961
-26	48	-274	90.55066644
-26	48	-264	91.65706974
-26	48	-254	92.77888643
-26	48	-244	93.93036790
-26	48	-234	95.12989241
-26	48	-224	96.40076923
-26	48	-214	97.77220096
-26	48	-204	99.28042654
-26	48	-194	100.97005586
-26	48	-184	102.89558163
-26	48	-154	110.81488775
-26	48	-144	114.48253406
-26	48	-134	118.85976887
-26	48	-124	124.08702698
-26	48	-114	130.31796296
-26	48	-104	137.71661274
-26	48	-94	146.45426767
-26	48	-84	156.70715858
-26	48	-74	168.65634612
-26	48	-64	182.49122432
-26	48	-54	198.41775530
-26	48	-44	216.67212195
-26	48	-34	237.54019394
-26	48	-24	261.38332222
-26	48	-14	288.67165254
-26	48	-4	320.02734063
-26	48	6	356.28163039
-26	48	16	398.55167428
-26	48	26	448.34546938
-26	58	-304	86.83924754
-26	58	-294	87.91364990
-26	58	-284	88.97564714
-26	58	-274	90.03046507
-26	58	-264	91.08556783
-26	58	-254	92.15108364
-26	58	-244	93.24030779
-26	58	-234	94.37030331
-26	58	-224	95.56262392
-26	58	-214	96.84418527
-26	58	-204	98.24830818
-26	58	-194	99.81594894
-26	58	-184	101.59711212
-26	58	-174	103.65240951
-26	58	-164	106.05468095
-26	58	-154	108.89053277
-26	58	-144	112.26158809
-26	58	-134	116.28520349
-26	58	-124	121.09442646
-26	58	-114	126.83709034
-26	58	-104	133.67419684
-26	58	-94	141.77810679
-26	58	-84	151.33146987
-26	58	-74	162.52814793
-26	58	-64	175.57750451
-26	58	-54	190.71331294
-26	58	-44	208.20827469
-26	58	-34	228.39494552
-26	58	-24	251.69396948
-26	58	-14	278.65108349
-26	58	-4	309.98543935
-26	58	6	346.65341196
-26	58	16	389.93432683
-26	58	26	441.54781689
-26	68	-304	86.39892916
-26	68	-294	87.43867674
-26	68	-284	88.46342816
-26	68	-274	89.47816388
-26	68	-264	90.48994107
-26	68	-254	91.50827266
-26	68	-244	92.54557656
-26	68	-234	93.61771450
-26	68	-224	94.74464364
-26	68	-214	95.95120550
-26	68	-204	97.26807595
-26	68	-194	98.73289286
-26	68	-184	100.39156369
-26	68	-174	102.29973019
-26	68	-164	104.52433061
-26	68	-154	107.14515294
-26	68	-144	110.25622523
-26	68	-134	113.96685759
-26	68	-124	118.40216663
-26	68	-114	123.70301021
-26	68	-104	130.02546626
-26	68	-94	137.54029894
-26	68	-84	146.43321652
-26	68	-74	156.90704153
-26	68	-64	169.18708687
-26	68	-54	183.53102141
-26	68	-44	200.24437610
-26	68	-34	219.70274709
-26	68	-24	242.38189239
-26	68	-14	268.89747153
-26	68	-4	300.05726702
-26	68	6	336.93047389
-26	68	16	380.94127601
-26	68	26	433.99794115
-26	78	-304	85.90821397
-26	78	-294	86.91723144
-26	78	-284	87.90940581
-26	78	-274	88.88948359
-26	78	-264	89.86413606
-26	78	-254	90.84229838
-26	78	-244	91.83557280
-26	78	-234	92.85871411
-26	78	-224	93.93021836
-26	78	-214	95.07303812
-26	78	-204	96.31544655
-26	78	-194	97.69206782
-26	78	-184	99.24508051
-26	78	-174	101.02558162
-26	78	-164	103.09507140
-26	78	-154	105.52698426
-26	78	-144	108.40815646
-26	78	-134	111.84010059
-26	78	-124	115.93997331
-26	78	-114	120.84120502
-26	78	-104	126.69392930
-26	78	-94	133.66560812
-26	78	-84	141.94255871
-26	78	-74	151.73337974
-26	78	-64	163.27546918
-26	78	-54	176.84588578
-26	78	-44	192.77777139
-26	78	-34	211.48354680
-26	78	-24	233.48629631
-26	78	-14	259.46134564
-26	78	-4	290.29118442
-26	78	6	327.13877983
-26	78	16	371.54728714
-26	78	26	425.57877304
-26	88	-304	85.36609084
-26	88	-294	86.34746892
-26	88	-284	87.31069024
-26	88	-274	88.26026946
-26	88	-264	89.20250414
-26	88	-254	90.14577971
-26	88	-244	91.10093313
-26	88	-234	92.08169180
-26	88	-224	93.10520701
-26	88	-214	94.19270323
-26	88	-204	95.37026411
-26	88	-194	96.66977284
-26	88	-184	98.13001661
-26	88	-174	99.79795105
-26	88	-164	101.73010081
-26	88	-154	103.99404810
-26	88	-144	106.66993769
-26	88	-134	109.85191652
-26	88	-124	113.64944547
-26	88	-114	118.18849279
-26	88	-104	123.61276016
-26	88	-94	130.08530636
-26	88	-84	137.79119557
-26	88	-74	146.94205570
-26	88	-64	157.78362792
-26	88	-54	170.60748963
-26	88	-44	185.76816870
-26	88	-34	203.70693886
-26	88	-24	224.98385058
-26	88	-14	250.32019023
-26	88	-4	280.65476571
-26	88	6	317.21942479
-26	88	16	361.64238318
-26	88	26	416.09289657
-26	98	-304	84.77141969
-26	98	-294	85.72748848
-26	98	-284	86.66446041
-26	98	-274	87.58661568
-26	98	-264	88.49988556
-26	98	-254	89.41212795
-26	98	-244	90.33345673
-26	98	-234	91.27663999
-26	98	-224	92.25758462
-26	98	-214	93.29592671
-26	98	-204	94.41574710
-26	98	-194	95.64642961
-26	98	-184	97.02367392
-26	98	-174	98.59066560
-26	98	-164	100.39939251
-26	98	-154	102.51208097
-26	98	-144	105.00271174
-26	98	-134	107.95857413
-26	98	-124	111.48183929
-26	98	-114	115.69119830
-26	98	-104	120.72373002
-26	98	-94	126.73734072
-26	98	-84	133.91433557
-26	98	-74	142.46690441
-26	98	-64	152.64548805
-26	98	-54	164.75111232
-26	98	-44	179.15285991
-26	98	-34	196.31177823
-26	98	-24	216.81283531
-26	98	-14	241.40720845
-26	98	-4	271.06842240
-26	98	6	307.06789246
-26	98	16	351.07863514
-26	98	26	405.32087989
-26	108	-304	84.12303559
-26	108	-294	85.05544513
-26	108	-284	85.96807016
-26	108	-274	86.86495185
-26	108	-264	87.75166012
-26	108	-254	88.63554371
-26	108	-244	89.52602958
-26	108	-234	90.43498528
-26	108	-224	91.37716024
-26	108	-214	92.37072352
-26	108	-204	93.43791613
-26	108	-194	94.60583500
-26	108	-184	95.90736237
-26	108	-174	97.38224840
-26	108	-164	99.07834665
-26	108	-154	101.05299336
-26	108	-144	103.37451599
-26	108	-134	106.12386135
-26	108	-124	109.39635950
-26	108	-114	113.30369767
-26	108	-104	117.97627974
-26	108	-94	123.56629226
-26	108	-84	130.25197731
-26	108	-74	138.24379825
-26	108	-64	147.79334839
-26	108	-54	159.20597741
-26	108	-44	172.85821857
-26	108	-34	189.22126270
-26	108	-24	208.89206561
-26	108	-14	232.63435315
-26	108	-4	261.43299302
-26	108	6	296.56716408
-26	108	16	339.71079348
-26	108	26	393.07335722
-26	118	-304	83.41983521
-26	118	-294	84.32963689
-26	118	-284	85.21912710
-26	118	-274	86.09210280
-26	118	-264	86.95377631
-26	118	-254	87.81100301
-26	118	-244	88.67255435
-26	118	-234	89.54944842
-26	118	-224	90.45535268
-26	118	-214	91.40707461
-26	118	-204	92.42515727
-26	118	-194	93.53459643
-26	118	-184	94.76569437
-26	118	-174	96.15506227
-26	118	-164	97.74677923
-26	118	-154	99.59371240
-26	118	-144	101.75900360
-26	118	-134	104.31773730
-26	118	-124	107.35883234
-26	118	-114	110.98725220
-26	118	-104	115.32671382
-26	118	-94	120.52319436
-26	118	-84	126.74967886
-26	118	-74	134.21274373
-26	118	-64	143.16170929
-26	118	-54	153.90121118
-26	118	-44	166.80815548
-26	118	-34	182.35419852
-26	118	-24	201.13523371
-26	118	-14	223.91001541
-26	118	-4	251.65116596
-26	118	6	285.61358720
-26	118	16	327.42797798
-26	118	26	379.23111974
-26	128	-304	82.66084677
-26	128	-294	83.54857209
-26	128	-284	84.41555023
-26	128	-274	85.26532897
-26	128	-264	86.10276623
-26	128	-254	86.93423794
-26	128	-244	87.76788759
-26	128	-234	88.61392845
-26	128	-224	89.48501170
-26	128	-214	90.39667478
-26	128	-204	91.36788599
-26	128	-194	92.42170134
-26	128	-184	93.58604991
-26	128	-174	94.89466262
-26	128	-164	96.38815890
-26	128	-154	98.11530609
-26	128	-144	100.13447132
-26	128	-134	102.51529900
-26	128	-124	105.34067381
-26	128	-114	108.70907659
-26	128	-104	112.73751140
-26	128	-94	117.56527787
-26	128	-84	123.35897655
-26	128	-74	130.31925355
-26	128	-64	138.68990187
-26	128	-54	148.77003531
-26	128	-44	160.93015900
-26	128	-34	175.63312879
-26	128	-24	193.46131102
-26	128	-14	215.15183677
-26	128	-4	241.64281837
-26	128	6	274.13489391
-26	128	16	314.17464307
-26	128	26	363.76949270
-26	138	-304	81.84528516
-26	138	-294	82.71102014
-26	138	-284	83.55561114
-26	138	-274	84.38235239
-26	138	-264	85.19575041
-26	138	-254	86.00171414
-26	138	-244	86.80778347
-26	138	-234	87.62340594
-26	138	-224	88.46027361
-26	138	-214	89.33273334
-26	138	-204	90.25828521
-26	138	-194	91.25818486
-26	138	-184	92.35816645
-26	138	-174	93.58930333
-26	138	-164	94.98902559
-26	138	-154	96.60231648
-26	138	-144	98.48311779
-26	138	-134	100.69598874
-26	138	-124	103.31808937
-26	138	-114	106.44160037
-26	138	-104	110.17674976
-26	138	-94	114.65569249
-26	138	-84	120.03757483
-26	138	-74	126.51520482
-26	138	-64	134.32383138
-26	138	-54	143.75261114
-26	138	-44	155.15943038
-26	138	-34	168.98989638
-26	138	-24	185.80158841
-26	138	-14	206.29515057
-26	138	-4	231.35460149
-26	138	6	262.10040218
-26	138	16	299.96042290
-26	138	26	346.76605351
-26	138	36	404.88341180
-26	148	-304	80.97259413
-26	148	-294	81.81604848
-26	148	-284	82.63796190
-26	148	-274	83.44137144
-26	148	-264	84.23043513
-26	148	-254	85.01060626
-26	148	-244	85.78884271
-26	148	-234	86.57386057
-26	148	-224	87.37644260
-26	148	-214	88.20981378
-26	148	-204	89.09009780
-26	148	-194	90.03686956
-26	148	-184	91.07382051
-26	148	-174	92.22955572
-26	148	-164	93.53854411
-26	148	-154	95.04224916
-26	148	-144	96.79047599
-26	148	-134	98.84298617
-26	148	-124	101.27145574
-26	148	-114	104.16188672
-26	148	-104	107.61762963
-26	148	-94	111.76323155
-26	148	-84	116.74938696
-26	148	-74	122.75932993
-26	148	-64	130.01706020
-26	148	-54	138.79784583
-26	148	-44	149.44150791
-26	148	-34	162.36910773
-26	148	-24	178.10387658
-26	148	-14	197.29761470
-26	148	-4	220.76438153
-26	148	6	249.52411960
-26	148	16	284.85987726
-26	148	26	328.39346992
-26	148	36	382.18565450
-26	158	-304	80.04247720
-26	158	-294	80.86304811
-26	158	-284	81.66165228
-26	158	-274	82.44106667
-26	158	-264	83.20510383
-26	158	-254	83.95877167
-26	158	-244	84.70846530
-26	158	-234	85.46219947
-26	158	-224	86.22989093
-26	158	-214	87.02370219
-26	158	-204	87.85845930
-26	158	-194	88.75215835
-26	158	-184	89.72657713
-26	158	-174	90.80801135
-26	158	-164	92.02815871
-26	158	-154	93.42518025
-26	158	-144	95.04497785
-26	158	-134	96.94274189
-26	158	-124	99.18484360
-26	158	-114	101.85117628
-26	158	-104	105.03808538
-26	158	-94	108.86206889
-26	158	-84	113.46447172
-26	158	-74	119.01743436
-26	158	-64	125.73138462
-26	158	-54	133.86438496
-26	158	-44	143.73368257
-26	158	-34	155.72988689
-26	158	-24	170.33435835
-26	158	-14	188.14066927
-26	158	-4	209.88140184
-26	158	6	236.46204621
-26	158	16	269.00427285
-26	158	26	308.90124181
-26	158	36	357.88767147
-26	168	-304	79.05491921
-26	168	-294	79.85174972
-26	168	-284	80.62613827
-26	168	-274	81.38059953
-26	168	-264	82.11860364
-26	168	-254	82.84472255
-26	168	-244	83.56480579
-26	168	-234	84.28619320
-26	168	-224	85.01797319
-26	168	-214	85.77129698
-26	168	-204	86.55976037
-26	168	-194	87.39986718
-26	168	-184	88.31158997
-26	168	-174	89.31904765
-26	168	-164	90.45132320
-26	168	-154	91.74345180
-26	168	-144	93.23761843
-26	168	-134	94.98461777
-26	168	-124	97.04564707
-26	168	-114	99.49452531
-26	168	-104	102.42045917
-26	168	-94	105.93150339
-26	168	-84	110.15888774
-26	168	-74	115.26239888
-26	168	-64	121.43701086
-26	168	-54	128.92095758
-26	168	-44	138.00544761
-26	168	-34	149.04626176
-26	168	-24	162.47757392
-26	168	-14	178.82851179
-26	168	-4	198.74320901
-26	168	6	223.00532914
-26	168	16	252.56814699
-26	168	26	288.59107881
-26	168	36	332.48280672
-26	168	46	385.94942877
-26	178	-304	78.01019972
-26	178	-294	78.78223194
-26	178	-284	79.53128349
-26	178	-274	80.25960524
-26	178	-264	80.97032808
-26	178	-254	81.66759671
-26	178	-244	82.35673044
-26	178	-234	83.04441755
-26	178	-224	83.73895092
-26	178	-214	84.45051460
-26	178	-204	85.19153179
-26	178	-194	85.97708727
-26	178	-184	86.82543949
-26	178	-174	87.75864065
-26	178	-164	88.80328765
-26	178	-154	89.99143307
-26	178	-144	91.36169372
-26	178	-134	92.96060582
-26	178	-124	94.84429050
-26	178	-114	97.08051047
-26	178	-104	99.75121671
-26	178	-94	102.95570020
-26	178	-84	106.81447297
-26	178	-74	111.47400202
-26	178	-64	117.11240618
-26	178	-54	123.94620480
-26	178	-44	132.23818954
-26	178	-34	142.30649761
-26	178	-24	154.53501194
-26	178	-14	169.38530577
-26	178	-4	187.41044826
-26	178	6	209.27101579
-26	178	16	235.75347588
-26	178	26	267.79054986
-26	178	36	306.48197116
-26	178	46	353.11187234
-26	188	-304	76.90889995
-26	188	-294	77.65492330
-26	188	-284	78.37735493
-26	188	-274	79.07818111
-26	188	-264	79.76019668
-26	188	-254	80.42712728
-26	188	-244	81.08377588
-26	188	-234	81.73619987
-26	188	-224	82.39192537
-26	188	-214	83.06020752
-26	188	-204	83.75234634
-26	188	-194	84.48207002
-26	188	-184	85.26599970
-26	188	-174	86.12421289
-26	188	-164	87.08092703
-26	188	-154	88.16532997
-26	188	-144	89.41259188
-26	188	-134	90.86510245
-26	188	-124	92.57398812
-26	188	-114	94.60097632
-26	188	-104	97.02068433
-26	188	-94	99.92341658
-26	188	-84	103.41855202
-26	188	-74	107.63858902
-26	188	-64	112.74388680
-26	188	-54	118.92810529
-26	188	-44	126.42430817
-26	188	-34	135.51167317
-26	188	-24	146.52276010
-26	188	-14	159.85131310
-26	188	-4	175.96057774
-26	188	6	195.39200872
-26	188	16	218.77390466
-26	188	26	246.82877058
-26	188	36	280.37687828
-26	188	46	320.33129812
-26	188	56	367.67621288
-26	198	-304	75.75190416
-26	198	-294	76.47059903
-26	198	-284	77.16501426
-26	198	-274	77.83687129
-26	198	-264	78.48863239
-26	198	-254	79.12361181
-26	198	-244	79.74610896
-26	198	-234	80.36156891
-26	198	-224	80.97677652
-26	198	-214	81.60009160
-26	198	-204	82.24173397
-26	198	-194	82.91412902
-26	198	-184	83.63232636
-26	198	-174	84.41450731
-26	198	-164	85.28260039
-26	198	-154	86.26302897
-26	198	-144	87.38762119
-26	198	-134	88.69471974
-26	198	-124	90.23053663
-26	198	-114	92.05080579
-26	198	-104	94.22279062
-26	198	-94	96.82770243
-26	198	-84	99.96357440
-26	198	-74	103.74861160
-26	198	-64	108.32499931
-26	198	-54	113.86310266
-26	198	-44	120.56594019
-26	198	-34	128.67377337
-26	198	-24	138.46863047
-26	198	-14	150.27856588
-26	198	-4	164.48140026
-26	198	6	181.50751397
-26	198	16	201.84086358
-26	198	26	226.01663156
-26	198	36	254.61266037
-26	198	46	288.22990133
-26	198	56	327.45431544
-26	208	-304	74.54039698
-26	208	-294	75.23037411
-26	208	-284	75.89530581
-26	208	-274	76.53664910
-26	208	-264	77.15653739
-26	208	-254	77.75788109
-26	208	-244	78.34448797
-26	208	-234	78.92120786
-26	208	-224	79.49410741
-26	208	-214	80.07068116
-26	208	-204	80.66010698
-26	208	-194	81.27355498
-26	208	-184	81.92456127
-26	208	-174	82.62948012
-26	208	-164	83.40803148
-26	208	-154	84.28396444
-26	208	-144	85.28586222
-26	208	-134	86.44811921
-26	208	-124	87.81212562
-26	208	-114	89.42769896
-26	208	-104	91.35480086
-26	208	-94	93.66557079
-26	208	-84	96.44669086
-26	208	-74	99.80206514
-26	208	-64	103.85575220
-26	208	-54	108.75503431
-26	208	-44	114.67344740
-26	208	-34	121.81354383
-26	208	-24	130.40911810
-26	208	-14	140.72658298
-26	208	-4	153.06510094
-26	208	6	167.75488307
-26	208	16	185.15267626
-26	208	26	205.63277498
-26	208	36	229.57083339
-26	208	46	257.31624450
-26	208	56	289.14683940
-26	208	66	325.19712567
-26	218	-304	73.27585737
-26	218	-294	73.93569332
-26	218	-284	74.56964211
-26	218	-274	75.17889749
-26	218	-264	75.76526816
-26	218	-254	76.33126822
-26	218	-244	76.88022532
-26	218	-234	77.41641019
-26	218	-224	77.94519276
-26	218	-214	78.47323010
-26	218	-204	79.00869322
-26	218	-194	79.56154061
-26	218	-184	80.14384814
-26	218	-174	80.77020705
-26	218	-164	81.45820409
-26	218	-154	82.22900108
-26	218	-144	83.10803429
-26	218	-134	84.12585748
-26	218	-124	85.31915490
-26	218	-114	86.73195089
-26	218	-104	88.41703857
-26	218	-94	90.43763887
-26	218	-84	92.86928002
-26	218	-74	95.80185333
-26	218	-64	99.34175370
-26	218	-54	103.61395558
-26	218	-44	108.76381314
-26	218	-34	114.95831574
-26	218	-24	122.38647993
-26	218	-14	131.25850744
-26	218	-4	141.80325152
-26	218	6	154.26335735
-26	218	16	168.88710788
-26	218	26	185.91545206
-26	218	36	205.56188287
-26	218	46	227.98176252
-26	218	56	253.22640811
-26	218	66	281.17587561
-26	218	76	311.44320719
-26	228	-304	71.96005037
-26	228	-294	72.58831933
-26	228	-284	73.18978800
-26	228	-274	73.76538877
-26	228	-264	74.31661029
-26	228	-254	74.84557827
-26	228	-244	75.35515173
-26	228	-234	75.84903813
-26	228	-224	76.33193145
-26	228	-214	76.80967799
-26	228	-204	77.28947557
-26	228	-194	77.78011289
-26	228	-184	78.29225706
-26	228	-174	78.83879879
-26	228	-164	79.43526691
-26	228	-154	80.10032554
-26	228	-144	80.85636975
-26	228	-134	81.73023704
-26	228	-124	82.75405255
-26	228	-114	83.96622367
-26	228	-104	85.41259310
-26	228	-94	87.14774581
-26	228	-84	89.23644204
-26	228	-74	91.75511328
-26	228	-64	94.79331136
-26	228	-54	98.45494403
-26	228	-44	102.85906963
-26	228	-34	108.13996688
-26	228	-24	114.44614518
-26	228	-14	121.93791089
-26	228	-4	130.78303033
-26	228	6	141.14988938
-26	228	16	153.19729518
-26	228	26	167.05966167
-26	228	36	182.82576351
-26	228	46	200.50857400
-26	228	56	220.00302298
-26	228	66	241.02801277
-26	228	76	263.04906771
-26	228	86	285.17921022
-16	-362	-304	717.68313023
-16	-362	-294	777.43536763
-16	-362	-284	841.04220398
-16	-352	-304	751.13841896
-16	-352	-294	819.75154809
-16	-342	-304	784.42787807
-16	-82	-304	89.28524184
-16	-72	-304	88.92658714
-16	-72	-294	90.68348147
-16	-62	-304	88.95128772
-16	-62	-294	90.77076310
-16	-62	-284	92.87939523
-16	-62	56	521.38125329
-16	-52	-304	89.10141331
-16	-52	-294	90.89849653
-16	-52	-284	92.91505914
-16	-52	-274	95.19811769
-16	-52	-54	279.98665349
-16	-52	-44	288.45973123
-16	-52	-34	298.89855359
-16	-52	-24	311.49454868
-16	-52	-14	325.52718125
-16	-52	-4	339.90900588
-16	-52	6	354.10316525
-16	-52	16	368.96117665
-16	-52	26	387.17459553
-16	-52	36	413.24104001
-16	-52	46	453.02363713
-16	-52	56	513.19127677
-16	-42	-304	89.25495763
-16	-42	-294	90.98114512
-16	-42	-284	92.86608788
-16	-42	-274	94.93952034
-16	-42	-264	97.23634565
-16	-42	-254	99.79739289
-16	-42	-74	248.39643594
-16	-42	-64	258.78146713
-16	-42	-54	268.64773755
-16	-42	-44	278.65781327
-16	-42	-34	289.57387257
-16	-42	-24	301.97563718
-16	-42	-14	316.10791075
-16	-42	-4	331.99906261
-16	-42	6	349.80212563
-16	-42	16	370.16758233
-16	-42	26	394.48362482
-16	-42	36	424.96162797
-16	-42	46	464.67275132
-16	-42	56	517.65720141
-16	-32	-304	89.36076585
-16	-32	-294	90.99347288
-16	-32	-284	92.73592076
-16	-32	-274	94.60734368
-16	-32	-264	96.63108641
-16	-32	-254	98.83558549
-16	-32	-74	235.24405032
-16	-32	-64	248.13199310
-16	-32	-54	260.91393332
-16	-32	-44	273.92873730
-16	-32	-34	287.68725906
-16	-32	-24	302.73482729
-16	-32	-14	319.52916565
-16	-32	-4	338.41337296
-16	-32	6	359.70007239
-16	-32	16	383.81613407
-16	-32	26	411.45014263
-16	-32	36	443.69342015
-16	-32	46	482.21239536
-16	-32	56	529.48242457
-16	-22	-304	89.40203471
-16	-22	-294	90.93507341
-16	-22	-284	92.54002339
-16	-22	-274	94.22992254
-16	-22	-264	96.02147195
-16	-22	-74	223.85532486
-16	-22	-64	238.64389661
-16	-22	-54	253.90702969
-16	-22	-44	269.80739850
